Item Number,Price,Brand,Processor,Screen Size,Color,Ram Size,SSD Capacity,GPU,Processor Speed,Type,Maximum Resolution,Model,OS,Hard Drive Capacity,Storage Type,Features,Condition
85264986126,199.99,HP,Intel Core i7 8th Gen.,15.6 in,Silver/Black,16.0 GB,256 GB,Intel HD Graphics 620,1.80 Ghz,Notebook/Laptop,1920 x 1080,HP EliteBook 850,Windows 11 Pro,256 GB,SSD (Solid State Drive),"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Wi-Fi, Dual Band Wireless AC","Good - RefurbishedThe item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details. See all condition definitionsopens in a new window or tab"
85264986128,220,Lenovo,Intel Core i5 8th Gen.,14.0 in,Black,16.0 GB,512 GB,Intel UHD Graphics 620,1.6 GHz,Notebook/Laptop,1920 x 1080,T490,Windows 11 Pro,512 GB,SSD (Solid State Drive),"Bluetooth, Built-in Microphone, Built-in Webcam","UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
85264986132,81.99,Dell,Intel Core i5 6th Gen.,14.0 in,Unknown,8.0 GB,256 GB,Intel(R) HD Graphics 520,2.40GHz,Notebook/Laptop,1366 x 768,Latitude 5480,Windows 10 Pro,Unknown,SSD (Solid State Drive),"Backlit Keyboard, Wi-Fi","UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
85264986147,410.41,Dell,Intel Core i5 4th generation,10.8 in,Unknown,nan GB,480GB,Intel HD Graphics 4200,1.50-1.99GHz,Notebook/Laptop,Full HD,11 Pro 7130,Windows 11 pros,Unknown,SSD,"SIM slots, Touchscreen, Touch ID, Bluetooth, Webcam integrated, Wi-Fi, Player SD","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
85264986173,423.39,Fujitsu,Intel Core i5 4th generation,15.6 in,Unknown,nan GB,120GB,Intel HD Graphics 4600,2.00-3.00GHz,Notebook/Laptop,HD,A574,Windows 11 pros,Unknown,SSD,"10/100 LAN Card,  Optical Drive,  Wi-Fi,  Bluetooth","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
85264986201,175,Dell,Intel Core i5 7th Gen.,12.5 in,Black,16.0 GB,256 GB,Intel HD Graphics,2.60 GHz,Notebook/Laptop,1366 x 768,Dell Latitude 7280,Windows 11 Pro,256 GB,SSD (Solid State Drive),"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Touchscreen, Wi-Fi","UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
85264986220,400.71,Fujitsu,Intel Core i3 4th generation,13.3 in,Unknown,nan GB,240GB,Intel HD Graphics 4600,2.00-3.00GHz,Notebook/Laptop,HD,E734,Windows 10 pros,Unknown,SSD,"10/100 LAN Card, Webcam integrated, Wi-Fi, Bluetooth","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
85264986222,259.95,Dell,Intel Core i5 11th Gen.,14.0 in,Unknown,16.0 GB,512 GB,Intel(R) Iris(R) Xe Graphics,2.40GHz,Notebook/Laptop,1366 x 768,LATITUDE 3420,Windows 11 Pro,Unknown,SSD (Solid State Drive),"Foreign Keyboard, Multi-Touch Trackpad, Windows Hello, Wi-Fi, Wi-Fi 6, Built-in Webcam","Good - RefurbishedThe item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details. See all condition definitionsopens in a new window or tab"
85264986227,129,Lenovo,Intel Core i3 7th Gen.,15.6 in,Black,4.0 GB,180GB,Intel HD Graphics 520,2.40 GHz,Notebook/Laptop,1366 x 768,E570,Windows 10 Pro,Unknown,SSD (Solid State Drive),"Bluetooth, Built-in Microphone, Built-in Webcam, Optical Drive, Widescreen Display, Wi-Fi","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
85264986231,406.25,Dell,Intel Core i5 4th generation,10.8 in,Unknown,nan GB,480GB,Intel HD Graphics 4200,1.50-1.99GHz,Notebook/Laptop,Full HD,11 Pro 7130,Windows 11 pros,Unknown,SSD,"SIM slots, Touchscreen, Touch ID, Bluetooth, Webcam integrated, Wi-Fi, Player SD","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
85264986245,726.66,Lenovo,Intel Core I5 ​​12th Generation,15.6 in,Unknown,nan GB,256GB,Intel UHD Graphics,3.00-4.00GHz,Notebook/Laptop,Full HD,V15 G3,Windows 11 pros,Unknown,SSD,"Webcam integrated,  Wi-Fi,  Bluetooth","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab "
85264986251,2722.76,Simpletek,inter Core i7 8550U,14.0 in,Unknown,nan GB,4TB,Intel UHD Graphics 620,1.80 GHz,Notebook/Laptop,Full HD,W14X,Windows 10 Pros,Unknown,SSD,"Touch ID, 10/100 LAN Card, Shockproof, Bluetooth, Webcam integrated, Wi-Fi","Seller refurbished: The item has been restored to working order by the eBay seller or a third party. ...  Read moreabout the conditionSeller refurbished: The item has been restored to working order by the eBay seller or a third party. This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition. This item may or may not be in original packaging. See seller’s listing for full details. See all condition definitionsopens in a new window or tab "
85264986269,359.74,Fujitsu,Intel Core i5 6th generation,14.0 in,Unknown,nan GB,256GB,Intel HD Graphics 520,2.00-3.00GHz,Notebook/Laptop,HD,E736,Windows 11 pros,Unknown,SSD,"10/100 LAN Card, Webcam integrated, Wi-Fi, Bluetooth","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
85264986283,119.99,HP,Intel Celeron N,14.0 in,Silver,4.0 GB,4 GB,Intel UHD Graphics 600,1.10 GHz,Notebook/Laptop,1366 x 768,ChromeBook,Chrome OS,Unknown,eMMC,"Bluetooth, Built-in Webcam, Force Touch Trackpad","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
85264986286,289.99,HP,Intel Core i7 4th Gen.,15.6 in,Gray,8.0 GB,Unknown,Intel HD Graphics 4600,3.20 GHz,Notebook/Laptop,1366 x 768,HP ProBook,Windows 10,500 GB,HDD (Hard Disk Drive),"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi","Very Good - RefurbishedThe item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished,  inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details. See all condition definitionsopens in a new window or tab"
85264986292,99,Fujitsu,Intel Core i5 4th Gen.,12.5 in,Silver/Black,4.0 GB,120GB,NVIDIA GeForce 320M,2.50 GHz,Notebook,1920 x 1080,i5 4200M,Windows 10,120 GB,HDD (Hard Disk Drive),"Bluetooth, Built-in Webcam, Touchscreen","UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
85264986294,410,Dell,Intel Core i7 8th Gen.,15.6 in,Unknown,nan GB,Unknown,Intel UHD Graphics 620,1.90 GHz,Notebook/Laptop,1920 x 1080,LATITUDE 5500,Windows 10,Unknown,SSD (Solid State Drive),"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Touchscreen, Wi-Fi","UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
85264986300,399.99,Dell,Intel Core i5 8th Gen.,15.6 in,Black,32.0 GB,512 GB,Nvidia Quadro P2000,2.50 GHz,Notebook,1920 x 1080,Precision 7530,Windows 10,512 GB,SSD (Solid State Drive),"10/100 LAN Card,  Backlit Keyboard,  Built-in Webcam,  Rugged","UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
